iter	RMSE
310	0.3503855184
311	0.34962854
312	0.3491446889
313	0.3482411614
314	0.3471505231
315	0.3468144109
316	0.3462114952
317	0.3456121476
318	0.3450309315
319	0.3441489525
320	0.343290678
321	0.3426303551
322	0.3421662924
323	0.3411937911
324	0.3405218158
325	0.3393045384
326	0.3390612604
327	0.3378389774
328	0.3371891046
329	0.3365469337
330	0.3357582298
331	0.3349617163
332	0.3342165373
333	0.3335078705
334	0.3329090872
335	0.3325498524
336	0.3318042105
337	0.3312496487
338	0.3305579196
339	0.3295958695
340	0.3290729106
341	0.3284606148
342	0.3278771029
343	0.3273886382
344	0.3265843383
345	0.3256408223
346	0.3248754589
347	0.3243221732
348	0.323806437
349	0.3230699692
350	0.3224138117
351	0.3218563898
352	0.3212440523
353	0.3204814203
354	0.3200120552
355	0.319525485
356	0.3189207726
357	0.318344362
358	0.3180778224
359	0.317568807
360	0.3170073486
361	0.3163370122
362	0.3157963158
363	0.315426092
364	0.3148123046
365	0.3144853232
366	0.3138383752
367	0.313408426
368	0.3128922756
369	0.3122641716
370	0.3119583485
371	0.311371789
372	0.3108428185
373	0.3104022764
374	0.309895748
375	0.3094752271
376	0.3087932483
377	0.3084197171
378	0.3078057338
379	0.3073192519
380	0.306718283
381	0.3059133123
382	0.3053302822
383	0.3046335091
384	0.3043712709
385	0.3038509263
386	0.3033036519
387	0.3030615832
388	0.3024813524
389	0.3020817113
390	0.3016203783
391	0.301001305
392	0.3004909497
393	0.2998539756
394	0.2992437909
395	0.2986496019
396	0.2981635176
397	0.2978517524
398	0.2974290573
399	0.2970307617
400	0.2963808035
401	0.2960440846
402	0.2954467174
403	0.2950784323
404	0.2944930316
405	0.2939107872
406	0.2936725117
407	0.2930142927
408	0.2927011142
409	0.2921510419
410	0.2916226869
411	0.291016016
412	0.2907720288
413	0.2901399883
414	0.2896629452
415	0.2889923713
416	0.2885699029
417	0.2882320058
418	0.2879571246
419	0.2874771327
420	0.2867638146
421	0.2862084038
422	0.2858352212
423	0.285137239
424	0.2847611467
425	0.2842619981
426	0.2837595651
427	0.2834667248
428	0.2829832052
429	0.2824185959
430	0.2818722932
431	0.2817506965
432	0.2812598782
433	0.2809320659
434	0.2806368668
435	0.280237092
436	0.2799457579
437	0.2794244949
438	0.2790073757
439	0.2785791512
440	0.2781657845
441	0.2776824485
442	0.2770586713
443	0.2765819419
444	0.2761290913
445	0.2755598341
446	0.274890759
447	0.2746590051
448	0.2742095403
449	0.2736782231
450	0.2731764635
451	0.2726370315
452	0.2719555281
453	0.271559725
454	0.2711715636
455	0.2704162971
456	0.2699088587
457	0.2693543236
458	0.269139388
459	0.2684153845
460	0.2678657583
461	0.2674540375
462	0.2669814054
463	0.2662851364
464	0.2660309182
465	0.2655286302
466	0.265141667
467	0.2647694642
468	0.2642472612
469	0.2638012859
470	0.2634602914
471	0.2629405265
472	0.2626652683
473	0.2618779296
474	0.2613569628
475	0.2608152146
476	0.2600993717
477	0.2596130147
478	0.2591642445
479	0.2589650972
480	0.2584455244
481	0.2581602224
482	0.2576839934
483	0.2573236302
484	0.2566717253
485	0.2564568731
486	0.2561469173
487	0.2555274791
488	0.2552822518
489	0.2548431866
490	0.2545732938
491	0.253863936
492	0.2532686025
493	0.2528495227
494	0.2526690551
495	0.2520956679
496	0.251816945
497	0.251161916
498	0.2508590972
499	0.250417669
500	0.2500693906
501	0.2493312067
502	0.2491143931
503	0.2489866563
504	0.2484917189
505	0.2481130504
506	0.2476970561
507	0.2472971707
508	0.24681152
509	0.2461540586
510	0.2457582162
511	0.2454370065
512	0.2451446174
513	0.244816463
514	0.244500351
515	0.2440881047
516	0.2435506117
517	0.2428907811
518	0.2426400694
519	0.2421470293
520	0.2416544648
521	0.2414404171
522	0.2410968326
523	0.2402834942
524	0.2398787685
525	0.239531445
526	0.238903857
527	0.238358179
528	0.2380148502
529	0.2376343848
530	0.2373184806
531	0.2372251483
532	0.2368977875
533	0.2365146726
534	0.2360976566
535	0.2358250398
536	0.2354354474
537	0.2348290536
538	0.2345284832
539	0.2341974327
540	0.2339072627
541	0.2333516038
542	0.2332652188
543	0.2328894932
544	0.2324614109
545	0.2319113332
546	0.2314313473
547	0.2311614505
548	0.2310718174
549	0.2307153052
550	0.2303649232
551	0.2303218841
552	0.2300740608
553	0.22980241
554	0.2295147651
555	0.2291684077
556	0.2287108249
557	0.2285696235
558	0.2282083067
559	0.2278031127
560	0.2273654364
561	0.227189267
562	0.2267847634
563	0.2263951876
564	0.2260182442
565	0.2255808134
566	0.2249680259
567	0.2246458446
568	0.224474815
569	0.2239790771
570	0.2236357525
571	0.2233082124
572	0.2226529401
573	0.2222303644
574	0.2219697521
575	0.2215749425
576	0.221043837
577	0.2207965053
578	0.2206202965
579	0.2203967788
580	0.2200471908
581	0.2196691356
582	0.219326999
583	0.2190801542
584	0.2185537321
585	0.2181050196
586	0.2178002847
587	0.2175269151
588	0.2171064469
589	0.2167935239
590	0.2166290745
591	0.2160968314
592	0.2157827859
593	0.2154414888
594	0.2149000216
595	0.2147852541
596	0.2143772861
597	0.2140360925
598	0.2139510193
599	0.213533231
600	0.2133072227
601	0.2127708847
602	0.2124984509
603	0.2120644075
604	0.2117619306
605	0.2113493441
606	0.2111160187
607	0.2107232686
608	0.2106524947
609	0.2102428925
610	0.2099727159
611	0.2096024585
612	0.2091445113
613	0.2085541467
614	0.2081023055
615	0.2077261261
616	0.2073773918
617	0.2070448534
618	0.2066487419
619	0.2062461131
620	0.205866225
621	0.2055138338
622	0.2052706135
623	0.2050032223
624	0.2046248473
625	0.2044394622
626	0.2040628875
627	0.2037610839
628	0.2034501187
629	0.2030860036
630	0.2028992006
631	0.2026594077
632	0.2023901175
633	0.2021104135
634	0.2015742387
635	0.2013468584
636	0.2009017438
637	0.2007947227
638	0.2004921969
639	0.2000988208
640	0.1998796963
641	0.1995016619
642	0.1992596773
643	0.1989695621
644	0.1988979755
645	0.198582997
646	0.1982460053
647	0.1979787026
648	0.1977938785
649	0.1974022635
650	0.196893759
651	0.196284054
652	0.1960474856
653	0.1958639356
654	0.1954164859
655	0.1951772597
656	0.1948795605
657	0.1946970166
658	0.1946351486
659	0.1942874138
660	0.1941684804
661	0.1939256589
662	0.1937670717
663	0.1936165189
664	0.1932711197
665	0.1930972779
666	0.1925954766
667	0.1923922382
668	0.1919218384
669	0.1914026916
670	0.191034004
671	0.1905409606
672	0.1902661455
673	0.1898608505
674	0.189776979
675	0.1895954885
676	0.1892265679
677	0.1889274385
678	0.1885760113
679	0.1882117129
680	0.1878936609
681	0.1874640381
682	0.1872159568
683	0.1867370894
684	0.1863593182
685	0.1859311142
686	0.1857109852
687	0.185469961
688	0.1852389436
689	0.1850475932
690	0.1847111835
691	0.1844009816
692	0.1839725214
693	0.1837161554
694	0.1836034835
695	0.1831041675
696	0.1825900431
697	0.182184966
698	0.1818224459
699	0.1815531596
700	0.1812523701
701	0.1810452686
702	0.1808507217
703	0.1805667559
704	0.1803574036
705	0.1798280282
706	0.1796616474
707	0.179334747
708	0.1790567426
709	0.1788266689
710	0.1784869863
711	0.178270948
712	0.1781151512
713	0.1777968746
714	0.1775408403
715	0.1772436346
716	0.177061451
717	0.17678534
718	0.1765561636
719	0.176501459
720	0.1762710828
721	0.1761186654
722	0.1759191711
723	0.1757623131
724	0.1755825795
725	0.175336326
726	0.1751530971
727	0.1750400518
728	0.1747300007
729	0.1743745801
730	0.1743057477
731	0.1740832526
732	0.1737725239
733	0.1736055172
734	0.173204743
735	0.1731518619
736	0.1727420205
737	0.1726989212
738	0.1724891763
739	0.1720287924
740	0.1718720786
741	0.1716303979
742	0.1712089237
743	0.1709195646
744	0.1706875035
745	0.1704189023
746	0.1701715904
747	0.169927583
748	0.1696092056
749	0.1694006744
750	0.1691076987
751	0.1687961902
752	0.1685179485
753	0.16830434
754	0.1681453243
755	0.1678930503
756	0.1675362171
757	0.1673182195
758	0.1670652148
759	0.1669240376
760	0.1667388889
761	0.1663642243
762	0.1662030846
763	0.1659696588
764	0.1657495274
765	0.1654486721
766	0.165069082
767	0.1649299095
768	0.1646229284
769	0.1643788471
770	0.1639913755
771	0.1636504987
772	0.1631731827
773	0.1629275615
774	0.162645361
775	0.1623161164
776	0.1620295337
777	0.1617924399
778	0.1615503805
779	0.161356184
780	0.1611007386
781	0.1608578686
782	0.1605305769
783	0.1602519535
784	0.1599534183
785	0.1597722582
786	0.159593156
787	0.1593666702
788	0.1590935746
789	0.159002294
790	0.1588412998
791	0.1585561656
792	0.1583299859
793	0.1581135668
794	0.1578872609
795	0.157507714
796	0.1572243932
797	0.1570815407
798	0.1569306781
799	0.1566667969
800	0.1565110632
801	0.1561118821
802	0.1559446086
803	0.1557112218
804	0.1554625216
805	0.1552285597
806	0.1549183407
807	0.1547878196
808	0.1545883996
809	0.1544001682
810	0.1543176968
811	0.1541123169
812	0.1538221191
813	0.1536652641
814	0.1533700313
815	0.1531733449
816	0.153011004
817	0.1527189178
818	0.1525497803
819	0.1521730698
820	0.1517157953
821	0.15151543
822	0.1512969291
823	0.1508907315
824	0.1505592055
825	0.1502296776
826	0.150060725
827	0.1499206088
828	0.14976992
829	0.1494967644
830	0.14927784
831	0.1490801221
832	0.148874257
833	0.1487376333
834	0.1486253668
835	0.1484052518
836	0.1481968842
837	0.1478730642
838	0.1476239144
839	0.1475932482
840	0.1473895414
841	0.1471890904
842	0.1469117063
843	0.1466224737
844	0.1465046114
845	0.1462444238
846	0.145992412
847	0.1458404533
848	0.1456189255
849	0.1453900967
850	0.1452506707
851	0.1448880314
852	0.1446854467
853	0.1444688402
854	0.1442623651
855	0.1440202955
856	0.1436293255
857	0.1433354049
858	0.1431100636
859	0.1429113741
860	0.1427492063
861	0.1425041823
862	0.1423987148
863	0.1421657238
864	0.1419150979
865	0.1418733791
866	0.1415927187
867	0.1412658459
868	0.1410334915
869	0.1408729052
870	0.1407109156
871	0.1405723903
872	0.1403635923
873	0.1401160634
874	0.1399752459
875	0.1398235919
876	0.1395645382
877	0.1392526386
878	0.1390316536
879	0.1388637155
880	0.1386460737
881	0.1384609421
882	0.1383279057
883	0.138166621
884	0.137840109
885	0.1376886081
886	0.1375123569
887	0.137361895
888	0.1371605629
889	0.1369384125
890	0.1366489263
891	0.1364815466
892	0.1362343077
893	0.1359512335
894	0.1357507108
895	0.1355500639
896	0.1352642501
897	0.1350579161
898	0.1348516547
899	0.1346513493
900	0.134375216
901	0.1341751204
902	0.1340356337
903	0.133785345
904	0.1335292085
905	0.1332367866
906	0.1329887717
907	0.1327398318
908	0.1325058711
909	0.1322685364
910	0.1320796647
911	0.1319318914
912	0.1317247871
913	0.1315959198
914	0.131293658
915	0.1310854285
916	0.1308237117
917	0.1305701239
918	0.1302995171
919	0.1299862239
920	0.1298484481
921	0.1296276373
922	0.1294521734
923	0.1292378689
924	0.1290677358
925	0.1288953598
926	0.1285076684
927	0.1283361583
928	0.1280639689
929	0.1279018402
930	0.1277211481
931	0.1275785505
932	0.1274844434
933	0.1271961302
934	0.1270983374
935	0.1269587864
936	0.1268632142
937	0.1267196888
938	0.1265165216
939	0.1262397991
940	0.1260209499
941	0.1259960182
942	0.1258461055
943	0.1256814574
944	0.1255594787
945	0.1252803235
946	0.1251160292
947	0.1249300083
948	0.1247412713
949	0.1245803526
950	0.1243239448
951	0.1242466275
952	0.1240480536
953	0.1238198663
954	0.1237014304
955	0.1234357927
956	0.1231988644
957	0.1231076815
958	0.1229747459
959	0.1228456554
960	0.1226252949
961	0.1224600713
962	0.1222575746
963	0.122029982
964	0.1219039162
965	0.1217017735
966	0.121449647
967	0.1213864236
968	0.1212696357
969	0.1211488505
970	0.1209345289
971	0.1206541975
972	0.1205347705
973	0.1203800359
974	0.1201374718
975	0.1199375093
976	0.1197093888
977	0.1194018148
978	0.1191302816
979	0.1190968132
980	0.1190217081
981	0.1186957693
982	0.1184890891
983	0.118198517
984	0.1181102854
985	0.117963172
986	0.1176849904
987	0.117444362
988	0.1172936708
989	0.1171492812
990	0.1169472988
991	0.1168154442
992	0.1167048377
993	0.116411552
994	0.1160621367
995	0.1158861021
996	0.1158439002
997	0.1155841117
998	0.115414175
999	0.1153365935
1000	0.1151719428
1001	0.1150374838
1002	0.1148408737
1003	0.1145330794
1004	0.1143768406
1005	0.1142375991
1006	0.1140291168
1007	0.1139256237
1008	0.1137179329
1009	0.1137012923
1010	0.1134535537
1011	0.1133086795
1012	0.1131760364
1013	0.113037437
1014	0.1128938419
1015	0.1127254362
1016	0.112462895
1017	0.1123329397
1018	0.1121817416
1019	0.1119692537
1020	0.1118424271
1021	0.1115160847
1022	0.1113384487
1023	0.1111914587
1024	0.1110579121
1025	0.1108471241
1026	0.1106547344
1027	0.1104394053
1028	0.1102846239
1029	0.1100971339
1030	0.1098628342
1031	0.1096864261
1032	0.1096023644
1033	0.10946078
1034	0.1093616159
1035	0.1091871641
1036	0.1090983202
1037	0.1090483696
1038	0.1088649022
1039	0.108577313
1040	0.1084675378
1041	0.1082330974
1042	0.1080479289
1043	0.1078485774
1044	0.1077179461
1045	0.1074474821
1046	0.1072356528
1047	0.1070734849
1048	0.1069091909
1049	0.1066947381
1050	0.1065285378
1051	0.106477884
1052	0.106326579
1053	0.1061618886
1054	0.1060335978
1055	0.1058883819
1056	0.1057871625
1057	0.1056474394
1058	0.1055009755
1059	0.1053605607
1060	0.1052316373
1061	0.1050994192
1062	0.1049433132
1063	0.1048012621
1064	0.1047479452
1065	0.1046596886
1066	0.1043589075
1067	0.1042759499
1068	0.1040602775
1069	0.1038900179
1070	0.1037316295
1071	0.1036475128
1072	0.1034331405
1073	0.103271678
1074	0.103152219
1075	0.1029915867
1076	0.1028518307
1077	0.1026956939
1078	0.1024881779
1079	0.1023293203
1080	0.1020958246
1081	0.1020265524
1082	0.1019059387
1083	0.1016976121
1084	0.1015069858
1085	0.1013597816
1086	0.1012624764
1087	0.1011577551
1088	0.1010720331
1089	0.1010108117
1090	0.100858372
1091	0.1007207152
1092	0.1007174046
1093	0.1005064999
1094	0.10031695
1095	0.1001077598
1096	0.1000414162
1097	0.09988321897
1098	0.09968002443
1099	0.09967615391
1100	0.09956178834
1101	0.09943670751
1102	0.09925608546
1103	0.09905354165
1104	0.0989220376
1105	0.09879929062
1106	0.09864392681
1107	0.09849916848
1108	0.09834290721
1109	0.09823755262
1110	0.09812287874
1111	0.09794136891
1112	0.09782806834
1113	0.09765703126
1114	0.09753044713
1115	0.09739743178
1116	0.0973231836
1117	0.09713647645
1118	0.09693039433
1119	0.09675874821
1120	0.09664790097
1121	0.09653364132
1122	0.09637015001
1123	0.09623427481
1124	0.09620626291
1125	0.09605272668
1126	0.09590986498
1127	0.09578641194
1128	0.09565234787
1129	0.09552241059
1130	0.09552049004
1131	0.09534227877
1132	0.09514516188
1133	0.09495244827
1134	0.09470161873
1135	0.09467170294
1136	0.09458567947
1137	0.09451341615
1138	0.09435214355
1139	0.09418142353
1140	0.09408733789
1141	0.09400280233
1142	0.0938339165
1143	0.09370704914
1144	0.09360891934
1145	0.09350273185
1146	0.09340050145
1147	0.09331572125
1148	0.09310799789
1149	0.09295829807
1150	0.09285759612
1151	0.09274100869
1152	0.09260622207
1153	0.09247662656
1154	0.09237038022
1155	0.09236747856
1156	0.09227357666
1157	0.09216370347
1158	0.09202800126
1159	0.09193606343
1160	0.0918415603
1161	0.09183139971
1162	0.09176957658
1163	0.09155695927
1164	0.09143495703
1165	0.0913198139
1166	0.09116648889
1167	0.0910020221
1168	0.09087465915
1169	0.09070092252
1170	0.090442819
1171	0.09023323817
1172	0.09005428656
1173	0.08992582772
1174	0.08981250217
1175	0.08975256626
1176	0.08969956073
1177	0.08956293076
1178	0.08947149652
1179	0.08937862031
1180	0.08918219853
1181	0.08903028735
1182	0.08895487132
1183	0.08887034938
1184	0.08872033829
1185	0.08853019499
1186	0.08839831312
1187	0.08827819679
1188	0.08818797943
1189	0.0881104449
1190	0.08795199677
1191	0.08789610424
1192	0.08777286184
1193	0.08761231125
1194	0.08750492976
1195	0.0873859366
1196	0.08725533671
1197	0.08709969543
1198	0.08696691335
1199	0.08691217662
